Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FURNITURE,2/09/2024,"20,402.58",AUD,AH Sales,#N/A,NO,NO,,,,,,,,,4502839100,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,18/09/2024,"20,223.50",AUD,CSA Specialised Services P/L,134 Logis Blvd Dandenong South VIC 3175,NO,NO,,,,,,,,,4502841757,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE CONTAINER,18/09/2024,"20,145.11",AUD,Green Crates,21 Munt Street Bayswater WA 6053,NO,NO,,,,,,,,,4502841723,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,4/09/2024,"20,080.50",AUD,Rivercity Maintenance Service P/L,PO Box 801 Albion QLD 4010,NO,NO,,,,,,,,,4502839543,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,24/09/2024,"19,910.00",AUD,Keita Services Pty Ltd,PO Box 828 Ingham QLD 4850,NO,NO,,,,,,,,,4502844237,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/09/2024,"19,855.00",AUD,Douglas Partners Pty Ltd,439 Montague Road West End QLD 4101,NO,NO,,,,,,,,,4502839611,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,23/05/2024,"19,492.00",AUD,JK Environments Pty Ltd,800-812 OLD MENAI ROAD Menai NSW 2234,YES,NO,,,,,,,,,4502799918,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,17/09/2024,"19,410.60",AUD,Environmental & Laboratory,42 Finsbury Street Newmarket QLD 4051,NO,NO,,,,,,,,,4502841520,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,21/09/2024,"19,387.50",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502842210,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,25/09/2024,"19,360.00",AUD,Rayner's Crane & Plant Hire,PO Box 397 Longreach QLD 4730,NO,NO,,,,,,,,,4502844537,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,23/09/2024,"19,329.86",AUD,Bellis Australia,171 Musgrave Road Coopers Plains QLD 4108,NO,NO,,,,,,,,,4502844026,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,11/09/2024,"19,250.00",AUD,Axis Rehabilitation At Work Pty Ltd,PO Box 10193 Brisbane QLD 4000,NO,NO,,,,,,,,,4502840600,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,25/09/2024,"18,948.22",AUD,Faiveley Transport Australia Ltd,175 James Ruse Drive Rosehill NSW 2142,NO,NO,,,,,,,,,4502844424,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,26/09/2024,"18,909.00",AUD,Australian Rail Technology Pty Ltd,10 Brennan Close Hornsby NSW 2077,NO,NO,,,,,,,,,4502844629,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,9/09/2024,"18,823.20",AUD,Alstom Transport Australia Pty Ltd,16 Giffnock Avenue MacQuarie Park NSW 2113,NO,NO,,,,,,,,,4502840119,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,12/09/2024,"18,785.25",AUD,Boral Construction Materials,147 Coronation Drive Milton QLD 4064,NO,NO,,,,,,,,,4502840744,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",24/09/2024,"18,700.00",AUD,Boral Resources Qld Pty Ltd,Cnr Anzac & Alderley Streets Toowoomba QLD 4350,NO,NO,,,,,,,,,4502844230,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/09/2024,"18,625.20",AUD,G James Safety Glass (QLD) Pty Ltd,PO Box 1376 Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502839732,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PPE SAFETY EQUIPMENT,18/09/2024,"18,620.25",AUD,Blueprint Career Development Pty Lt,#N/A,NO,NO,,,,,,,,,4502841642,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/09/2024,"18,590.00",AUD,Cooper Fluid Systems Pty Ltd,152 Cobalt Street Carole Park QLD 4300,NO,NO,,,,,,,,,4502842199,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",3/09/2024,"18,486.60",AUD,Alpha Rail,53 Link Drive Yatala QLD 4207,NO,NO,,,,,,,,,4502839267,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/09/2024,"18,392.00",AUD,Byrne Surveyors Pty Ltd,PO Box 861 Toowoomba QLD 4350,NO,NO,,,,,,,,,4502840532,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VALVES,19/09/2024,"18,338.56",AUD,Faiveley Transport Australia Ltd,175 James Ruse Drive Rosehill NSW 2142,NO,NO,,,,,,,,,4502841885,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSULTANTS,11/09/2024,"18,315.00",AUD,Intopia Pty Ltd,29 Smith Street Paramatta NSW 2150,NO,NO,,,,,,,,,4502840664,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,19/09/2024,"18,150.00",AUD,Danny Forbes Transport P/L,PO Box 1430 Roma QLD 4455,NO,NO,,,,,,,,,4502841850,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,26/09/2024,"18,147.80",AUD,Dare Industrial Pty Ltd,6 Whispering Pines Drive Highfields QLD 4352,NO,NO,,,,,,,,,4502844742,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEHICLE COMPONENTS,24/09/2024,"18,122.50",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502844260,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,25/09/2024,"18,073.00",AUD,HWC Group Pty Ltd,61 Canterbury Road Emerald QLD 4720,NO,NO,,,,,,,,,4502844466,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,23/09/2024,"18,019.94",AUD,Bellis Australia,171 Musgrave Road Coopers Plains QLD 4108,NO,NO,,,,,,,,,4502844025,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,23/09/2024,"17,963.79",AUD,Bellis Australia,171 Musgrave Road Coopers Plains QLD 4108,NO,NO,,,,,,,,,4502844068,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,17/09/2024,"17,957.50",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502841456,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",INSURANCE SPARE,31/07/2024,"17,923.16",AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,YES,NO,,,,,,,,,4502827243,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",INSURANCE SPARE,23/08/2024,"17,923.16",AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,YES,NO,,,,,,,,,4502833242,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV INSPECT & TEST,19/09/2024,"17,868.95",AUD,Mobile Test N Cal Australia Pty Ltd,28 Staple Street Seventeen Mile Rocks QLD 4073,NO,NO,,,,,,,,,4502841978,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,3/09/2024,"17,490.00",AUD,Health Central Occupational Therapy,35 Tilson Street Everton Park QLD 4053,NO,NO,,,,,,,,,4502839362,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,19/09/2024,"17,427.30",AUD,Sam Technology Engineers Pty Ltd,PO Box 6947 Smithfield NSW 2164,NO,NO,,,,,,,,,4502841955,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,12/09/2024,"17,424.00",AUD,Rayner's Crane & Plant Hire,PO Box 397 Longreach QLD 4730,NO,NO,,,,,,,,,4502840796,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,13/09/2024,"16,917.73",AUD,East Coast Traffic Control Pty Ltd,#N/A,NO,NO,,,,,,,,,4502841044,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,11/09/2024,"16,790.00",AUD,Western Landscape Supplies,#N/A,NO,NO,,,,,,,,,4502840575,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,18/09/2024,"16,687.44",AUD,ERS Australia,10 Platinum Street Crestmead QLD 4132,NO,NO,,,,,,,,,4502841704,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,9/09/2024,"16,500.00",AUD,MacTrans Heavy Haulage Pty Ltd,144 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502840220,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,23/09/2024,"16,500.00",AUD,Pacific Realtime Pty Ltd,PO Box 1129 Brookvale NSW 2100,NO,NO,,,,,,,,,4502843835,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,11/09/2024,"16,395.50",AUD,CSA Specialised Services P/L,134 Logis Blvd Dandenong South VIC 3175,NO,NO,,,,,,,,,4502840564,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,23/09/2024,"16,390.00",AUD,ETS Vegetation Management Pty Ltd,62 Industrial Park Drive Lilydale VIC 3140,NO,NO,,,,,,,,,4502842273,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,24/09/2024,"16,329.50",AUD,Clift Engineering Pty Ltd,6 Chelmsbrook Drive Rainbow Flat NSW 2430,NO,NO,,,,,,,,,4502844178,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,6/09/2024,"16,288.14",AUD,Brisbane Wholesale Hardware Co Pty,83 Deshon Street Woolloongabba QLD 4102,NO,NO,,,,,,,,,4502839898,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,12/09/2024,"16,225.00",AUD,Noske-Kaeser Rail & Vehicle New Zea,20 Noel Rodgers Place Palmerston North MAN 4414,NO,NO,,,,,,,,,4502840826,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OFFICE SUPPLIES,27/09/2024,"16,035.80",AUD,Ricoh Australia Pty Ltd,2 Richardson Place North Ryde NSW 2113,NO,NO,,,,,,,,,4502844881,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,5/09/2024,"15,979.44",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050496875,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,24/09/2024,"15,950.00",AUD,North Queensland Equipment Repair,50 Wayne Street Kelso QLD 4815,NO,NO,,,,,,,,,4502844339,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV & TRADE EQUIP,24/09/2024,"15,906.00",AUD,Electro Mechanical Services,#N/A,NO,NO,,,,,,,,,4502844144,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSULTANTS,3/09/2024,"15,818.00",AUD,SRG Global Asset Care Pty Ltd,500 Hay Street Subiaco WA 6008,NO,NO,,,,,,,,,4502839289,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/09/2024,"15,708.00",AUD,Alstom Transport Australia Pty Ltd,16 Giffnock Avenue MacQuarie Park NSW 2113,NO,NO,,,,,,,,,4502844060,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",INSURANCE SPARE,29/07/2024,"15,703.14",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,YES,NO,,,,,,,,,4502823125,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,13/09/2024,"15,616.25",AUD,Pirtek Cairns,PO Box 4839 Bungalow QLD 4870,NO,NO,,,,,,,,,4502841082,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEHICLE COMPONENTS,24/09/2024,"15,551.25",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502844261,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEHICLE COMPONENTS,18/09/2024,"15,536.47",AUD,Projex Electrix Pty Ltd,Veronica Street Capalaba QLD 4157,NO,NO,,,,,,,,,4502841609,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,3/09/2024,"15,405.20",AUD,Brisbane Wholesale Hardware Co Pty,83 Deshon Street Woolloongabba QLD 4102,NO,NO,,,,,,,,,4502839312,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING EQUIP & SUP,13/09/2024,"15,364.80",AUD,Graffiti - Enz,194 Breakfast Creek Road Newstead QLD 4006,NO,NO,,,,,,,,,4502840959,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,11/09/2024,"15,283.00",AUD,Total Tools Toowoomba,394 South Street Toowoomba QLD 4350,NO,NO,,,,,,,,,4502840631,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",30/09/2024,"15,279.00",AUD,Hanson Construction,PO Box 116 Toowong QLD 4066,NO,NO,,,,,,,,,4502849481,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISC SERVICES,10/09/2024,"15,253.39",AUD,Andy Harwood,41 Runic Street Bardon QLD 4065,NO,NO,,,,,,,,,4502840393,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,9/09/2024,"15,114.00",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502840136,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,12/09/2024,"14,970.07",AUD,Acculec Power,62 Crockford Street Northgate QLD 4013,NO,NO,,,,,,,,,4502840899,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/09/2024,"14,905.00",AUD,Faiveley Transport Australia Ltd,175 James Ruse Drive Rosehill NSW 2142,NO,NO,,,,,,,,,4502844072,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FREIGHT & CARTAGE,12/09/2024,"14,868.70",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502840852,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRONIC COMPONENT,30/09/2024,"14,866.06",AUD,Secure Power Solutions,22 Forward Street Gnangara WA 6077,NO,NO,,,,,,,,,4502849533,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,13/09/2024,"14,641.76",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502840928,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,16/09/2024,"14,602.50",AUD,Locate And Detection Specialists Pt,4 Palmerston Drive Oxenford QLD 4210,NO,NO,,,,,,,,,4502841255,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,18/09/2024,"14,544.20",AUD,Mega Electrics Australia,35 Paringa Road Murarrie QLD 4172,NO,NO,,,,,,,,,4502841682,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,12/09/2024,"14,487.14",AUD,Hilti (Aust) Pty Ltd,PO Box 3217 Rhodes NSW 2138,NO,NO,,,,,,,,,4502840847,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,11/09/2024,"14,458.40",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502840613,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,12/09/2024,"14,410.00",AUD,Future Engineering,153 High Street Willetton WA 6155,NO,NO,,,,,,,,,4502840779,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,20/09/2024,"14,376.93",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050497777,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,3/09/2024,"14,300.00",AUD,Survey Mark Pty Ltd,PO Box 4037 Eight Mile Plains QLD 4113,NO,NO,,,,,,,,,4502839311,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,12/09/2024,"14,300.00",AUD,Access Institute,369 Royal Parade Parkville VIC 3052,NO,NO,,,,,,,,,4502840855,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FUELS LUBES AND OILS,30/09/2024,"14,300.00",AUD,AJB Sales,40 Vinray Street Tarragindi QLD 4121,NO,NO,,,,,,,,,4502849537,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,10/09/2024,"14,203.20",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502840342,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,16/09/2024,"14,052.50",AUD,Acrow Formwork &,280 Bilsen Road Geebung QLD 4034,NO,NO,,,,,,,,,4502841241,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,19/09/2024,"13,965.92",AUD,Hitachi Rail STS Australia Pty Ltd,PO Box 1168 Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502841862,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,13/09/2024,"13,794.53",AUD,Brisbane Wholesale Hardware Co Pty,83 Deshon Street Woolloongabba QLD 4102,NO,NO,,,,,,,,,4502841045,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,24/09/2024,"13,750.00",AUD,MacTrans Heavy Haulage Pty Ltd,144 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502844149,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,3/09/2024,"13,636.70",AUD,Activ Civil Construction,PO Box 781 Emerald QLD 4720,NO,NO,,,,,,,,,4502839280,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MATS HANDL EQUIP,19/09/2024,"13,613.29",AUD,Stenhouse Lifting & Safety Solution,4 Christensen Road Yatala QLD 4207,NO,NO,,,,,,,,,4502841942,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEHICLE COMPONENTS,10/09/2024,"13,598.48",AUD,Projex Electrix Pty Ltd,Veronica Street Capalaba QLD 4157,NO,NO,,,,,,,,,4502840319,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,30/09/2024,"13,574.00",AUD,Assure Industrial Gates Solutions P,6 Precision Drive Molendinar QLD 4214,NO,NO,,,,,,,,,4502849531,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,2/09/2024,"13,420.00",AUD,Tec-Mach Pty Ltd,26 Staple Street Seventeen Mile Rocks QLD 4073,NO,NO,,,,,,,,,4502839114,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,2/09/2024,"13,420.00",AUD,Tec-Mach Pty Ltd,26 Staple Street Seventeen Mile Rocks QLD 4073,NO,NO,,,,,,,,,4502839117,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PAINT ACCESS & ADHES,11/09/2024,"13,299.06",AUD,Atom Supply,PO Box 1141 Cloverdale WA 6985,NO,NO,,,,,,,,,4502840510,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,24/09/2024,"13,244.00",AUD,Dellner Couplers Australia Pty Ltd,8 Newry Drive New Gisborne VIC 3438,NO,NO,,,,,,,,,4502844138,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING,4/09/2024,"13,217.11",AUD,KC Dry Cleaning Pty Ltd,88 Robertson Street Fortitude Valley QLD 4006,NO,NO,,,,,,,,,4502839402,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,30/09/2024,"13,214.26",AUD,Wabtec Control Systems,355 Scarborough Beach Road Osborne Park WA 6017,NO,NO,,,,,,,,,4502849485,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,3/09/2024,"13,200.00",AUD,Actrua,288 Edward Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502839165,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,5/09/2024,"13,200.00",AUD,Actrua,288 Edward Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502839637,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,26/09/2024,"13,200.00",AUD,Actrua,288 Edward Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502844641,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,26/09/2024,"13,194.50",AUD,Onetemp Pty Ltd,Po Box 389 Marleston QLD 5033,NO,NO,,,,,,,,,4502844592,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,26/09/2024,"13,058.76",AUD,Unispan Australia Pty Ltd,22A SPANNS ROAD BEENLEIGH QLD 4207,NO,NO,,,,,,,,,4502844625,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISC SERVICES,5/09/2024,"13,021.07",AUD,Yannick Blattner,32 Norman Street East Brisbane QLD 4169,NO,NO,,,,,,,,,4502839707,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,6/09/2024,"13,002.00",AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502839990,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",23/09/2024,"12,980.00",AUD,Environmental Earth Sciences Qld,PO Box 3207 Newstead QLD 4006,NO,NO,,,,,,,,,4502842337,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,24/09/2024,"12,934.90",AUD,North Queensland Equipment Repair,50 Wayne Street Kelso QLD 4815,NO,NO,,,,,,,,,4502844331,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/09/2024,"12,823.80",AUD,Western Downs Traffic Control,PO Box 157 Dalby QLD 4405,NO,NO,,,,,,,,,4502840582,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,23/09/2024,"12,823.24",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050497861,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,27/09/2024,"12,818.19",AUD,Transit Supplies,13/14 Polo Avenue Mona Vale NSW 2103,NO,NO,,,,,,,,,4502844796,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECT WIRE PWR EQUIP,10/09/2024,"12,783.32",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502840266,,,,,
