Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,14/12/2023,"25,850.00",AUD,Wulguru Steel Pty Ltd,PO Box 2144 Wulguru QLD 4811,NO,NO,,,,,,,,,4502745347,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/12/2023,"25,630.00",AUD,Industrial Hydraulics Pty Ltd,121 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502742706,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,5/12/2023,"25,300.00",AUD,ZG Lighting Australia Pty Ltd,7 Millner Avenue Horsley Park NSW 2175,NO,NO,,,,,,,,,4502741743,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/12/2023,"25,292.78",AUD,Joe Bradley Fibreglass Pty Ltd,PO Box 5090 Brendale QLD 4500,NO,NO,,,,,,,,,4502741667,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/12/2023,"24,475.00",AUD,Sungod Signs & Designs,27 Coronation Avenue Nambour QLD 4560,NO,NO,,,,,,,,,4502745070,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,14/12/2023,"24,398.00",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502745298,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,12/12/2023,"24,079.00",AUD,Yellowhouse.net Pty Ltd,PO Box 7016 Holland Park QLD 4121,NO,NO,,,,,,,,,4502742958,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",14/12/2023,"24,057.00",AUD,Circuitlink Pty Ltd,30 Foundry Road Seven Hills NSW 2147,NO,NO,,,,,,,,,4502745182,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,20/12/2023,"23,800.00",AUD,Nykkos Earthworks,PO Box 736 Manunda Cairns QLD 4870,NO,NO,,,,,,,,,4502746620,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/12/2023,"23,760.00",AUD,Steelrod Pty Ltd,PO Box 442 Narangba QLD 4504,NO,NO,,,,,,,,,4502741696,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,20/12/2023,"23,585.67",AUD,SMEC Australia Pty Ltd,PO Box 2211 Fortitude Valley QLD 4006,NO,NO,,,,,,,,,4502749378,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,1/12/2023,"23,100.00",AUD,Traffic Management People No.2,6/180 Anzac Avenue Margate QLD 4021,NO,NO,,,,,,,,,4502741233,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,6/12/2023,"22,945.07",AUD,SMC Corporation (Australia) Pty Ltd,17 Shannon Place Virginia QLD 4014,NO,NO,,,,,,,,,4502742095,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,8/12/2023,"22,775.54",AUD,SKF Australia Pty Ltd,12 Navigator Place Hendra QLD 4011,NO,NO,,,,,,,,,4502742407,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SUPPLY OF 2 X MCCULLOCH TRAC RAIL TRANSPOSERS (TRT'S) (AUD),20/12/2023,"22,720.00",AUD,Affective Rail,PO Box 1770 North Wollongong NSW 2500,NO,NO,,,,,,,,,CW2314016,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,5/12/2023,"22,711.70",AUD,Comrail Pty Ltd,6 Arvida Street Malaga WA 6090,NO,NO,,,,,,,,,4502741921,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/12/2023,"22,000.00",AUD,APRA AMCOS,16 Mountain Road Ultimo NSW 2007,NO,NO,,,,,,,,,4502742770,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/12/2023,"21,813.00",AUD,Covaris Pty Limited,1-5 Jacobs Street Bankstown NSW 220,NO,NO,,,,,,,,,4502742434,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,1/12/2023,"21,402.92",AUD,Ashley Benoit & Co Pty Ltd,PO Box 6761 Silverwater NSW 2128,NO,NO,,,,,,,,,4502741348,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,4/12/2023,"21,219.00",AUD,Northern Plastics,590 Ingham Road Mt Louisa QLD 4814,NO,NO,,,,,,,,,4502741452,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/12/2023,"20,976.56",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502745129,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,6/12/2023,"20,706.05",AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,NO,NO,,,,,,,,,4502741989,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/12/2023,"20,625.00",AUD,Covaris Pty Limited,1-5 Jacobs Street Bankstown NSW 220,NO,NO,,,,,,,,,4502741470,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,20/07/2020,"20,542.50",AUD,Lawyers On Demand Australia Pty Ltd,222 Level 2 Clarence Street Sydney NSW 2000,YES,NO,,,,,,,,,4502336831,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,7/12/2023,"20,362.65",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502742278,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,13/12/2023,"20,316.12",AUD,Tynic Automation Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502745017,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FURNITURE,12/12/2023,"20,146.50",AUD,UCI (Qld) Pty Ltd,3 Primrose Street Bowen Hills QLD 4006,NO,NO,,,,,,,,,4502742980,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/12/2023,"19,916.60",AUD,Appleton SST Pty Ltd,PO Box 7254 Garbutt QLD 4814,NO,NO,,,,,,,,,4502742673,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,7/12/2023,"19,800.00",AUD,ZG Lighting Australia Pty Ltd,7 Millner Avenue Horsley Park NSW 2175,NO,NO,,,,,,,,,4502742137,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,21/12/2023,"19,800.00",AUD,Danny Forbes Transport P/L,PO Box 1430 Roma QLD 4455,NO,NO,,,,,,,,,4502750962,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,20/12/2023,"19,360.00",AUD,Australian Institute of Management,580 George Street Sydney QLD 2000,NO,NO,,,,,,,,,4502747776,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,29/12/2023,"19,250.00",AUD,Rapid Capture,37 Florence Street Wynnum QLD 4175,NO,NO,,,,,,,,,4502751307,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,12/12/2023,"19,244.50",AUD,X-Position Pty Ltd,69 Mark Anthony Drive Dandenong VIC 3175,NO,NO,,,,,,,,,4502743492,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,15/12/2023,"18,984.90",AUD,Andy Paterson's Tree Trimming,PO Box 630 Longreach QLD 4730,NO,NO,,,,,,,,,4502745498,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,6/12/2023,"18,700.00",AUD,Dalziel CiviL Pty Ltd,16 Allen Court Torrington QLD 4350,NO,NO,,,,,,,,,4502742056,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/12/2023,"18,651.60",AUD,Lovells Springs Pty Ltd,PO Box 213 Carrington NSW 2294,NO,NO,,,,,,,,,4502742213,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",METALWORKING MACHINE,21/12/2023,"18,030.28",AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,,4502750641,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,5/12/2023,"17,875.00",AUD,ZG Lighting Australia Pty Ltd,7 Millner Avenue Horsley Park NSW 2175,NO,NO,,,,,,,,,4502741744,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,4/12/2023,"17,600.00",AUD,Danny Forbes Transport P/L,PO Box 1430 Roma QLD 4455,NO,NO,,,,,,,,,4502741396,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/12/2023,"17,338.00",AUD,Schunk Carbon Technology Pty Ltd,44 Jellico Drive Scoresby VIC 3179,NO,NO,,,,,,,,,4502746126,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,22/12/2023,"17,160.00",AUD,NGK Stanger Pty Ltd,PO Box 1179 Epping VIC 3076,NO,NO,,,,,,,,,4502751130,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,14/12/2023,"17,064.30",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502745250,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,18/12/2023,"17,035.70",AUD,Schneider Electric (Australia) Pty,2 Banfield Road MacQuarie Park NSW 2113,NO,NO,,,,,,,,,4502745726,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,1/12/2023,"16,720.00",AUD,Alstom Transport Australia Pty Ltd,16 Giffnock Avenue MacQuarie Park NSW 2113,NO,NO,,,,,,,,,4502741254,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,14/12/2023,"16,720.00",AUD,Alstom Transport Australia Pty Ltd,16 Giffnock Avenue MacQuarie Park NSW 2113,NO,NO,,,,,,,,,4502745303,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,11/12/2023,"16,599.00",AUD,Clifton Operations Pty Ltd,60 Margaret Street Sydney NSW 2000,NO,NO,,,,,,,,,4502742591,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,21/12/2023,"16,539.60",AUD,Haymans Electrical,Cnr Musgrave & Miles Streets Rockhampton MC QLD 4700,NO,NO,,,,,,,,,4502751026,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,8/12/2023,"16,381.20",AUD,Lovells Springs Pty Ltd,PO Box 213 Carrington NSW 2294,NO,NO,,,,,,,,,4502742496,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",WATER & SEWAGE EQUIP,8/12/2023,"16,291.42",AUD,IMI Precision Engineering,33 South Corporate Avenue Rowville VIC 3178,NO,NO,,,,,,,,,4502742413,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,5/12/2023,"16,209.13",AUD,Cummins South Pacific Pty Ltd,39-53 Ron Boyle Crescent Carole Park QLD 4300,NO,NO,,,,,,,,,4502741899,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,6/12/2023,"16,027.00",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502741956,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/12/2023,"16,027.00",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502742623,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OPSTRVTRAIN DEL,22/11/2023,"15,887.53",AUD,Progress Rail Services,24 Daisy Street Revesby NSW 2212,YES,NO,,,,,,,,,4502734789,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,21/12/2023,"15,429.70",AUD,X-Position Pty Ltd,69 Mark Anthony Drive Dandenong VIC 3175,NO,NO,,,,,,,,,4502751060,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,21/12/2023,"15,429.70",AUD,X-Position Pty Ltd,69 Mark Anthony Drive Dandenong VIC 3175,NO,NO,,,,,,,,,4502751062,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,11/12/2023,"15,267.40",AUD,Global Sands Pty Ltd,PO Box 10 Taigum QLD 4018,NO,NO,,,,,,,,,4502742604,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,12/12/2023,"15,175.93",AUD,ABB Australia Pty Ltd,1 Lavarack Avenue Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502742828,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,4/12/2023,"15,070.00",AUD,Danny Forbes Transport P/L,PO Box 1430 Roma QLD 4455,NO,NO,,,,,,,,,4502741397,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,22/08/2023,"14,710.27",AUD,Wulguru Steel Pty Ltd,PO Box 2144 Wulguru QLD 4811,YES,NO,,,,,,,,,4502698577,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,4/12/2023,"14,685.00",AUD,Karreman Quarries,632 West Mt Cotton Road Mt Cotton QLD 4165,NO,NO,,,,,,,,,4502741543,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING EQUIP & SUP,5/12/2023,"14,572.80",AUD,Graffiti - Enz,194 Breakfast Creek Road Newstead QLD 4006,NO,NO,,,,,,,,,4502741675,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,22/12/2023,"14,492.50",AUD,Commend Australia Integrated,PO Box 776 Bayswater Business Centre VIC 3153,NO,NO,,,,,,,,,4502751100,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",1/12/2023,"14,480.48",AUD,SEVA (EC) Pty Ltd,35 Kremzow Road Brendale QLD 4500,NO,NO,,,,,,,,,4502741300,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,5/12/2023,"14,458.29",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502741892,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,12/12/2023,"14,366.00",AUD,HMF Engineering (Qld) Pty Ltd,PO Box 148 Crows Nest QLD 4355,NO,NO,,,,,,,,,4502742929,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,21/12/2023,"14,363.80",AUD,Classic Coachworks Pty Ltd,14A Hearne Street Mortdale NSW 2223,NO,NO,,,,,,,,,4502750994,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,22/12/2023,"14,300.00",AUD,Danny Forbes Transport P/L,PO Box 1430 Roma QLD 4455,NO,NO,,,,,,,,,4502751097,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,22/12/2023,"14,186.70",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502751126,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,13/12/2023,"14,182.78",AUD,Tynic Automation Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502745020,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,12/12/2023,"13,992.00",AUD,Health Central Occupational Therapy,35 Tilson Street Everton Park QLD 4053,NO,NO,,,,,,,,,4502742895,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,13/12/2023,"13,763.75",AUD,Winch Hire Australia Pty Ltd,35 Boron Street Sumner QLD 4074,NO,NO,,,,,,,,,4502745092,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,1/12/2023,"13,728.00",AUD,Atco Structures,55 Tonka Street Luscombe QLD 4211,NO,NO,,,,,,,,,4502741296,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,22/12/2023,"13,722.50",AUD,Major Training Group,38 Prairie Road Ormeau QLD 4207,NO,NO,,,,,,,,,4502751163,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,4/12/2023,"13,640.00",AUD,Train Right Workplace Solutions,3 Myer Court Tannum Sands QLD 4680,NO,NO,,,,,,,,,4502741394,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,21/12/2023,"13,567.40",AUD,Ulex Constructions Pty Ltd,PO Box 1129 Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502751019,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,4/12/2023,"13,271.50",AUD,Wide Bay Crane Hire,PO Box 48 Maryborough QLD 4650,NO,NO,,,,,,,,,4502741512,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,12/12/2023,"13,271.50",AUD,Wide Bay Crane Hire,PO Box 48 Maryborough QLD 4650,NO,NO,,,,,,,,,4502743505,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,5/12/2023,"13,200.00",AUD,Actrua,288 Edward Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502741880,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/12/2023,"13,200.00",AUD,Courtgroup Inspection Services,PO Box 2431 North Ipswich QLD 4305,NO,NO,,,,,,,,,4502741661,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FUELS LUBES AND OILS,18/12/2023,"13,032.00",AUD,Imtram Pty Ltd,PO Box 4460 Ringwood VIC 3134,NO,NO,,,,,,,,,4502745696,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,14/12/2023,"12,831.50",AUD,MISI Consulting,88 Brandl Street Eight Mile Plains QLD 4113,NO,NO,,,,,,,,,4502745306,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PC PURCHASE,20/12/2023,"12,780.90",AUD,VideoPro Pty Ltd,37 Eagleview Place Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502748037,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,18/12/2023,"12,733.05",AUD,Freudenberg Sealing Technologies Pt,42 Kremzow Road Brendale QLD 4500,NO,NO,,,,,,,,,4502745568,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,4/12/2023,"12,716.00",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502741444,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,20/12/2023,"12,567.61",AUD,Qld Crane & Electrical,PO Box 19 Tamborine QLD 4270,NO,NO,,,,,,,,,4502746022,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,20/12/2023,"12,540.00",AUD,Wide Bay Crane Hire,PO Box 48 Maryborough QLD 4650,NO,NO,,,,,,,,,4502747778,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,4/12/2023,"12,053.27",AUD,Total Tools Virginia,1 Thomas Holt Dr Macquarie Park NSW 2113,NO,NO,,,,,,,,,4502741393,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,14/12/2023,"12,050.50",AUD,Blue Electronics,PO Box 171 West Burleigh QLD 4219,NO,NO,,,,,,,,,4502745141,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,22/12/2023,"12,034.00",AUD,Skin Patrol,27 Jordan Terrace Bowen Hills QLD 4006,NO,NO,,,,,,,,,4502751164,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,4/12/2023,"11,921.80",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502741430,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,14/12/2023,"11,880.00",AUD,Hage Hydraulic Design Consultants,1050 Manly Road Tingalpa QLD 4173,NO,NO,,,,,,,,,4502745145,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,15/12/2023,"11,660.00",AUD,Electronic & Mechanical Calibration,293 MacDonnell Road Clontarf QLD 4019,NO,NO,,,,,,,,,4502745490,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,8/12/2023,"11,628.54",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502742501,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,1/12/2023,"11,620.40",AUD,Fleettek Engineering Solutions Pty,10 Bradford Street Alexandria NSW 2015,NO,NO,,,,,,,,,4502741315,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/12/2023,"11,525.53",AUD,Faiveley Transport Australia Ltd,175 James Ruse Drive Rosehill NSW 2142,NO,NO,,,,,,,,,4502746776,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,14/12/2023,"11,500.50",AUD,PRM Engineering Services Pty Ltd,30 Gardens Drive Willawong QLD 4110,NO,NO,,,,,,,,,4502745139,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,14/12/2023,"11,500.50",AUD,PRM Engineering Services Pty Ltd,30 Gardens Drive Willawong QLD 4110,NO,NO,,,,,,,,,4502745140,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,12/12/2023,"11,450.21",AUD,Macpherson James Civil Pty Ltd,PO Box 340 Rocklea QLD 4106,NO,NO,,,,,,,,,4502742876,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,14/12/2023,"11,209.00",AUD,Mosdorfer Graph Pty Ltd,PO Box 134 Surrey Hills VIC 3127,NO,NO,,,,,,,,,4502745376,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/12/2023,"11,180.25",AUD,Traffic Management People No.2,6/180 Anzac Avenue Margate QLD 4021,NO,NO,,,,,,,,,4502741575,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,5/12/2023,"11,000.00",AUD,Nykkos Earthworks,PO Box 736 Manunda Cairns QLD 4870,NO,NO,,,,,,,,,4502741814,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,15/12/2023,"11,000.00",AUD,Jada Excavations Pty Ltd,2 McLean Street Pittsworth QLD 4356,NO,NO,,,,,,,,,4502745501,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,21/12/2023,"11,000.00",AUD,SMEC Australia Pty Ltd,PO Box 2211 Fortitude Valley QLD 4006,NO,NO,,,,,,,,,4502751056,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,19/10/2023,"11,000.00",AUD,HBA Legal Pty Ltd,324 St Kilda Road Southbank VIC 6000,YES,NO,,,,,,,,,4502721225,,,,,
