Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,22/05/2019,"1,500,000.00",AUD,Civil Mining & Construction,35 Island Plantation Road Maryborough QLD 4650,YES,NO,OPEN,,,,,,,CW2261196,,CW2258959,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,21/12/2016,"1,500,000.00",AUD,HMF Engineering (Qld) Pty Ltd,PO Box 148 Crows Nest QLD 4355,YES,NO,CLOSED,,,,,,,CW2252038,,CW2252023,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,1/08/2017,"1,500,000.00",AUD,Thales Australia,7 Murray Rose Avenue Sydney Olympic Park NSW 2127,YES,NO,,,,,,,,CW2257607,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/12/2017,"1,500,000.00",AUD,Douglas Partners Pty Ltd,439 Montague Road West End QLD 4101,YES,NO,OPEN,,,,,,,CW2261717,,CW2258961,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,2/01/2018,"1,500,000.00",AUD,Bunnings Group Ltd,PO Box 2277 Upper Mount Gravatt QLD 4122,YES,NO,,,,,,,,CW2262781,,CW2261852,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000", Signalling Contract,14/12/2018,"1,500,000.00",AUD,Triomf Professional Services,257 Leitchs Road Brendale QLD 4500,YES,NO,,,,,,,,CW2268534,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Other Direct Professional Services,29/07/2020,"1,500,000.00",AUD,Downer EDI Rail,PO Box 211 Maryborough QLD 4650,YES,NO,CLOSED,,,,,,,CW2285345,,CW2285191,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,3/06/2016,"1,497,072.00",AUD,Inver Engineering Pty Ltd,PO Box 301 Altona VIC 3018,YES,NO,,,,,,,,CW2246298,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000", Signalling Contract,28/08/2017,"1,490,598.00",AUD,Stilltec Signalling Services Pty Lt,70-72 Bazeridge Drive Narangba QLD 4504,YES,NO,,,,,,,,CW2259522,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,1/07/2016,"1,473,450.00",AUD,Clayton Utz,71 Eagle Street Brisbane QLD 4000,YES,NO,,,,,,,,CW2248474,,CW2252786,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,8/09/2017,"1,471,350.00",AUD,Gilbert Diving Pty Ltd,PO Box 606 Wynnum QLD 4178,YES,NO,,,,,,,,CW2254573,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,21/08/2017,"1,414,959.86",AUD,Rail Control Systems Australia Pty,136 Exhibition Street Melbourne VIC 3000,YES,NO,,,,,,,,CW2257089,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,24/06/2014,"1,391,779.08",AUD,Gunne Holdings Pty Ltd,66 Gustavson Street Annerley QLD 4103,YES,NO,,,,,,,,4600031076,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,6/08/2018,"1,360,000.00",AUD,Abergavenny Investments Pty Ltd,6 Gordon Crescent Withcott QLD 4352,YES,NO,,,,,,,,CW2268590,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,6/06/2016,"1,338,124.00",AUD,Harrison Infrastructure Group Pty L,445 Upper Edward Street Spring Hill QLD 4000,YES,NO,,,,,,,,CW2248196,,CW2242383,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,2/08/2016,"1,335,220.00",AUD,Harrison Infrastructure Group Pty L,445 Upper Edward Street Spring Hill QLD 4000,YES,NO,,,,,,,,CW2244152,,CW2242383,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,31/05/2017,"1,324,360.00",AUD,Wilson Transformer Company Pty Ltd,PO Box 5 Glen Waverley VIC 3150,YES,NO,,,,,,,,CW2257060,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",REFRIG & A/C EQUIP,26/07/2018,"1,300,000.00",AUD,Airmaster Australia Pty Ltd,10 Devlan Street Mansfield QLD 4122,YES,NO,,,,,,,,CW2266496,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CATERING,4/07/2016,"1,255,798.00",AUD,Reward Distribution Yatala,13 Business Street Yatala QLD 4207,YES,NO,OPEN,,,,,,,CW2247053,,CW2245642,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,18/10/2018,"1,196,371.00",AUD,Omada Rail Systems Pty Ltd,21 Robinson Street Shorncliffe QLD 4017,YES,NO,,,,,,,,CW2269515,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/11/2015,"1,150,767.68",AUD,Chandler MacLeod Group Ltd,PO Box 49 Mulgrave VIC 3170,YES,NO,,,,,,,,CW2242733,,CW2229199,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SUBSCRIPTIONS,12/04/2018,"1,127,065.50",AUD,Anaplan Limited,80 Moorbridge Road Maidenhead  8BW,YES,NO,,,,,,,,CW2265836,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CATERING,4/07/2016,"1,117,107.00",AUD,Infruit Pty Ltd,PO Box 182 Brisbane Markets QLD 4106,YES,NO,OPEN,,,,,,,CW2247044,,CW2245642,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,24/01/2019,"1,100,000.00",AUD,Fence Wright QLD,21 Kingtel Place Geebung QLD 4034,YES,NO,OPEN,,,,,,,CW2270898,,CW2268545,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,12/07/2018,"1,100,000.00",AUD,Innsbrook Holdings Pty Ltd,PO Box 1011 Charters Towers QLD 4820,YES,NO,OPEN,,,,,,,CW2265069,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,9/01/2019,"1,100,000.00",AUD,Ford Brothers Fencing,PO Box 1231 Maroochydore QLD 4558,YES,NO,OPEN,,,,,,,CW2270889,,CW2268545,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,9/01/2019,"1,100,000.00",AUD,Green Leaf Services,Po Box 62 Narangba QLD 4504,YES,NO,OPEN,,,,,,,CW2270892,,CW2268545,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,9/01/2019,"1,100,000.00",AUD,Sureline Fencing,39 Basalt Street Geebung QLD 4034,YES,NO,OPEN,,,,,,,CW2270896,,CW2268545,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING,30/03/2017,"1,085,200.00",AUD,Goodmans Cleaning,PO Box 33 Longreach QLD 4730,YES,NO,,,,,,,,CW2256395,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","Brakes, Pneumatics, Couplers, HVAC, doors, Body/fittings",4/06/2019,"1,078,023.00",AUD,Transcal,16 Hutcheson Street Albion QLD 4010,YES,NO,,,,,,,,CW2275231,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,21/03/2019,"1,061,660.00",AUD,Centrogen Pty Ltd,10-14 Ronald Court Mount Louisa QLD 4814,YES,NO,,,,,,,,CW2267474,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CATERING,1/07/2016,"1,061,262.00",AUD,PFD Foodservices Pty Ltd,26 Rushdale Street Knoxfield VIC 3180,YES,NO,OPEN,,,,,,,CW2247051,,CW2245642,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Alternate Transport,22/06/2017,"1,050,000.00",AUD,Toll Transport Pty Ltd,GPO Box 210 Port Melbourne VIC 3207,YES,NO,OPEN,,,,,,,CW2258426,,CW2226024,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,13/03/2017,"1,049,845.57",AUD,D & D Peckett Contracting,11 Goldston Street Alpha QLD 4724,YES,NO,,,,,,,,4600032869,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE TRANSPORT,2/02/2017,"1,029,974.00",AUD,Whitsunday Transit,PO Box 2797 Cannonvale QLD 4802,YES,NO,,,,,,,,CW2254375,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,20/12/2017,"1,000,000.00",AUD,Abergeldie Contractors Pty Ltd,PO Box 3019 Regents Park NSW 2143,YES,NO,OPEN,,,,,,,CW2261192,,CW2258959,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,30/04/2018,"1,000,000.00",AUD,Rail Futures Pty Ltd,PO Box 421 Mapleton QLD 4560,YES,NO,OPEN,,,,,,,CW2266418,,CW2262526,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,11/07/2018,"1,000,000.00",AUD,Finch Installations Pty Ltd,14 Nolan Street Raceview QLD 4305,YES,NO,OPEN,,,,,,,CW2265038,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,11/07/2018,"1,000,000.00",AUD,Long Pocket Earthmoving Pty Ltd,PO Box M/S 102 Ingham QLD 4850,YES,NO,OPEN,,,,,,,CW2265107,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,11/07/2018,"1,000,000.00",AUD,Reliable Hire,56 Enterprise Street Svennson Heights QLD 4670,YES,NO,OPEN,,,,,,,CW2265173,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,11/07/2018,"1,000,000.00",AUD,Sarina Crane Hire Pty Ltd,PO Box 709 Sarina QLD 4737,YES,NO,OPEN,,,,,,,CW2265186,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,11/07/2018,"1,000,000.00",AUD,Utility Location Services Pty Ltd,298A Stapylton-Jacobs Well Road Stapylton QLD 4207,YES,NO,OPEN,,,,,,,CW2265260,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,12/07/2018,"1,000,000.00",AUD,John's Plumbing Service Pty Ltd,5 Kent Street Bowen QLD 4805,YES,NO,OPEN,,,,,,,CW2265085,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,12/07/2018,"1,000,000.00",AUD,Queensland Crane Hire & Rigging,PO Box 98 Goondiwindi QLD 4390,YES,NO,OPEN,,,,,,,CW2265161,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,12/07/2018,"1,000,000.00",AUD,TFH Hire Services Pty Ltd,14 Eurora Street Kingston QLD 4114,YES,NO,OPEN,,,,,,,CW2265224,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,26/07/2018,"1,000,000.00",AUD,REV Cranes,60 Punari Street Currajong QLD 4812,YES,NO,OPEN,,,,,,,CW2265176,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,7/09/2018,"1,000,000.00",AUD,A B Mansfield Plant Hire,PO Box 2058 North Ipswich QLD 4305,YES,NO,OPEN,,,,,,,CW2264959,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,7/09/2018,"1,000,000.00",AUD,JRT Civil Pty Ltd,9 Cassam Street Yeppoon QLD 4703,YES,NO,OPEN,,,,,,,CW2265087,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,7/09/2018,"1,000,000.00",AUD,Porter Hire Pty Ltd,PO Box 1002 Archerfield QLD 4108,YES,NO,OPEN,,,,,,,CW2265159,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,7/09/2018,"1,000,000.00",AUD,Rollers Queensland,PO Box 1255 ROMA QLD 4455,YES,NO,OPEN,,,,,,,CW2265182,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,13/09/2018,"1,000,000.00",AUD,RIot Solutions Pty Ltd,PO Box 10087 Brisbane QLD 4000,YES,NO,OPEN,,,,,,,CW2268658,,CW2257814,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,21/09/2018,"1,000,000.00",AUD,Icon Integration Pty Ltd,PO Box 660 North Sydney NSW 2059,YES,NO,OPEN,,,,,,,CW2268662,,CW2257814,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,31/10/2018,"1,000,000.00",AUD,ThoughtWorks Australia Pty Ltd,"Level 19, 127 Creek Street Bisbane City QLD 4000",YES,NO,OPEN,,,,,,,CW2268656,,CW2257814,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,15/11/2017,"1,000,000.00",AUD,Pioneer North,PO Box 6155 Woree QLD 4870,YES,NO,,,,,,,,CW2258152,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,12/04/2018,"1,000,000.00",AUD,Geomatic Technologies,4 Riverside Quay SouthBank VIC 3006,YES,NO,,,,,,,,CW2258931,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,9/05/2018,"1,000,000.00",AUD,Qencom Pty Ltd,71 Eagle Street Brisbane QLD 4000,YES,NO,OPEN,,,,,,,CW2266416,,CW2262526,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,11/07/2018,"1,000,000.00",AUD,Century Cranes,PO Box 652 Portsmith QLD 4870,YES,NO,OPEN,,,,,,,CW2265009,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,11/07/2018,"1,000,000.00",AUD,R & D Campbell,1327 Flinders Highway Brookhill QLD 4816,YES,NO,OPEN,,,,,,,CW2265164,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,11/07/2018,"1,000,000.00",AUD,Stewart and Sons Steel Pty Ltd,PO Box 3156 Bundaberg QLD 4670,YES,NO,OPEN,,,,,,,CW2265208,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,11/07/2018,"1,000,000.00",AUD,CQ Crane Hire,97 Kent Street Rockhampton QLD 4700,YES,NO,OPEN,,,,,,,CW2265024,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,11/07/2018,"1,000,000.00",AUD,Rayner's Crane and Plant Hire,PO Box 397 Longreach QLD 4730,YES,NO,OPEN,,,,,,,CW2265167,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,12/07/2018,"1,000,000.00",AUD,Nykkos Earthworks,PO Box 736 Manunda Cairns QLD 4870,YES,NO,OPEN,,,,,,,CW2265267,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,12/07/2018,"1,000,000.00",AUD,Civil Mining & Construction,35 Island Plantation Road Maryborough QLD 4650,YES,NO,OPEN,,,,,,,CW2265011,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,12/07/2018,"1,000,000.00",AUD,Berajondo Earthmoving & Haulage,PO Box 7070 Bundaberg QLD 4670,YES,NO,OPEN,,,,,,,CW2264997,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,12/07/2018,"1,000,000.00",AUD,LCR Group Pty Ltd,494 Nudgee Road Hendra QLD 4011,YES,NO,OPEN,,,,,,,CW2265101,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,16/07/2018,"1,000,000.00",AUD,Betta Hire,PO Box 136 Aitkenvale QLD 4814,YES,NO,OPEN,,,,,,,CW2264999,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,16/07/2018,"1,000,000.00",AUD,Jodrell Plant & Equipment,PO Box 674 Delaym Station Mingela QLD 4816,YES,NO,OPEN,,,,,,,CW2265081,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,16/07/2018,"1,000,000.00",AUD,Australian Marine & Civil,181 Bygotts Road Samford QLD 4500,YES,NO,OPEN,,,,,,,CW2264988,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,16/07/2018,"1,000,000.00",AUD,JAC Civil Pty Ltd,208 Lennox Street Maryborough QLD 4650,YES,NO,OPEN,,,,,,,CW2265075,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,26/07/2018,"1,000,000.00",AUD,Lincon Logistics Pty Ltd,PO Box 3363 Darra QLD 4076,YES,NO,OPEN,,,,,,,CW2265103,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,26/07/2018,"1,000,000.00",AUD,Universal Cranes Pty Ltd,37 Paringa Road Murarrie QLD 4172,YES,NO,OPEN,,,,,,,CW2265258,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,13/09/2018,"1,000,000.00",AUD,Olikka Pty Ltd,276 Flinders Street Melbourne VIC 3000,YES,NO,OPEN,,,,,,,CW2268660,,CW2257814,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,21/09/2018,"1,000,000.00",AUD,Telstra Corporation Limited,275 George Street Brisbane QLD 4000,YES,NO,OPEN,,,,,,,CW2268654,,CW2257814,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV INSPECT & TEST,18/05/2016,"995,000.00",AUD,GE Energy Power Conversion UK Limit,Boughton Road Rugby WA CV21 1BU,YES,NO,,,,,,,,CW2246703,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,22/01/2019,"972,609.00",AUD,Techniplan Pty Ltd,PO Box 999 Brisbane Airport QLD 4007,YES,NO,,,,,,,,CW2270784,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,26/05/2017,"950,000.00",AUD,Bundy Diesel Specialists,PO Box 3098 Bundaberg QLD 4670,YES,NO,CLOSED,,,,,,,CW2257066,,CW2252023,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,28/09/2018,"946,677.00",AUD,Cox Achitecture Pty Ltd,"Level 2, 2 Edward Street Brisbane QLD 4000",YES,NO,,,,,,,,CW2257911,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOFTWARE MAINTENANCE,10/11/2016,"945,943.00",AUD,Informatica Australia Pty Ltd,255 George Street Sydney NSW 2000,YES,NO,,,,,,,,CW2248610,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FIRE PROTECTION,12/08/2016,"941,654.00",AUD,Grosvenor Engineering Group Pty Ltd,30 Garema Circuit Kingsgrove NSW 2207,YES,NO,,,,,,,,CW2248711,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/06/2015,"930,000.00",AUD,MRX Technologies,24 Drummond Place West Perth WA 6005,YES,NO,,,,,,,,4600032183,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",20/06/2016,"893,673.10",AUD,Quarry Products Pty Ltd,PO Box 50 Harlaxton QLD 4350,YES,NO,,,,,,,,4600032656,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/05/2017,"882,590.00",AUD,Itree,Central Innovation Campus North Woollongong NSW 2500,YES,NO,,,,,,,,CW2256998,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/04/2017,"882,000.00",AUD,Bradken Resources Pty Limited,20 McIntosh Drive Mayfield West NSW 2304,YES,NO,,,,,,,,CW2256160,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/11/2016,"878,000.00",AUD,RGB Assurance Pty Ltd,59 Hardgrave Road West End QLD 4101,YES,NO,,,,,,,,CW2247757,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,21/02/2019,"850,000.00",AUD,Camira Group Pty Ltd,"Suite 304, 19 Milton Parade Malvern VIC 3144",YES,NO,,,,,,,,CW2267133,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,25/08/2017,"828,548.25",AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,YES,NO,,,,,,,,4600033051,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,23/04/2018,"827,108.76",AUD,HoustonKemp Pty Ltd,Level 40 161 Castlereagh Street Sydney NSW 2000,YES,NO,,,,,,,,CW2265863,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,17/01/2019,"825,900.00",AUD,Voestalpine SIGNALING Siershahn Gmb,160 Hartley Road Smeaton Grange NSW 2567,YES,NO,,,,,,,,CW2270902,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Civil Works Contract,13/07/2018,823299.2,AUD,Downer Pipetech Pty Ltd,49 Links Avenue North Eagle Farm QLD 4009,YES,NO,,,,,,,,CW2264454,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,28/09/2018,"812,669.00",AUD,Cox Achitecture Pty Ltd,"Level 2, 2 Edward Street Brisbane QLD 4000",YES,NO,,,,,,,,CW2259302,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,15/01/2019,"800,000.00",AUD,Go-Train Industry Pty Ltd,10 Pioneer Avenue Tuggerah Business Park NSW 2259,YES,NO,OPEN,,,,,,,CW2270112,,CW2257928,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",30/10/2018,"781,718.75",AUD,Johnstone Concrete & Quarries Pty L,PO Box 941 Moree NSW 2400,YES,NO,,,,,,,,CW2270499,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,27/02/2017,"760,000.00",AUD,OE Elsafe,29 Links Road Eagle Farm QLD 4009,YES,NO,,,,,,,,CW2253626,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,21/12/2016,"750,000.00",AUD,Precision Engineering,3 Catalyst Court Bohle QLD 4818,YES,NO,CLOSED,,,,,,,CW2252040,,CW2252023,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,21/12/2016,"750,000.00",AUD,Alloway Hydraulics,25 Everett Street Mt St John QLD 4818,YES,NO,CLOSED,,,,,,,CW2252028,,CW2252023,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",28/07/2017,"750,000.00",AUD,BRW Transport & Quarries Pty Ltd,PO Box 34 Walkerston QLD 4751,YES,NO,,,,,,,,CW2257112,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/11/2015,"740,356.78",AUD,Hays Specialist Recruitment,PO Box 3868 Sydney NSW 2001,YES,NO,,,,,,,,CW2242742,,CW2229199,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,24/07/2017,"716,071.40",AUD,Electro 80,433 Logan Road Stones Corner QLD 4120,YES,NO,,,,,,,,CW2258162,,CW2226006,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CHEMS AND GASES,26/10/2016,"700,000.00",AUD,Air Liquide Australia,759 Progress Road Wacol QLD 4076,YES,NO,,,,,,,,CW2251532,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/12/2015,"664,189.51",AUD,Environmental Resources,60 Leichardt Street Spring Hill QLD 4000,YES,NO,,,,,,,,CW2243386,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PROPERTY,13/12/2018,"657,185.00",AUD,Royal Wolf Trading Australia Pty Lt,754-762 Ingham Road Bohle QLD 4818,YES,NO,,,,,,,,CW2271360,,,,,
